page,origin,inherited,line,element,name,type,handler,destination,disabled
"Search.jsx","src\components\search\SearchResultsMap.jsx","true","112","button","( <img src={image} alt="""" loading=""eager"" decoding=""async"" className=""h-full w-full object-cover"" /> ) ( <span className=""flex h-full items-center justify-center""><ImageOff className=""h-6 w-6 text-muted-foreground"" /></span> ) {visual.label} {item.title} 'View service' 'View listing'","button","onOpen","",""
"Search.jsx","src\components\search\SearchResultsMap.jsx","true","340","button","Retry","button","() => setRetryKey((value) => value + 1)","",""
"Search.jsx","src\components\search\SearchResultsMap.jsx","true","355","Link","{listing.title}","","","detailPath(listing, type)",""
"Search.jsx","src\components\marketplace\MarketplaceCard.jsx","true","47","Link","`${title}, ${priceLabel}`","","onOpen","to",""
"Search.jsx","src\components\marketplace\MarketplaceCard.jsx","true","82","button","save.active ? 'Remove from saved' : 'Save item'","button","save.onToggle","",""
"Search.jsx","src\components\marketplace\MarketplaceCard.jsx","true","97","Link","`${tourLabel} for ${title}${tourDuration ? `, ${tourDuration}` : ''}`","","","tourTarget",""
"Search.jsx","src\components\marketplace\MarketplaceCard.jsx","true","113","Link","{title} {codeNode}","","onOpen","to",""
"Search.jsx","src\components\marketplace\MarketplaceCard.jsx","true","180","Link","{locationLabel}","","onOpen","to",""
"Search.jsx","src\components\marketplace\MarketplaceCard.jsx","true","187","Link","{locationLabel}","","onOpen","to",""
"Search.jsx","src\components\listings\ContactButtons.jsx","true","90","Button","Existing chats remain available, but new enquiries are closed.","button","","","true"
"Search.jsx","src\components\listings\ContactButtons.jsx","true","199","Button","Contact unavailable","button","","","true"
"Search.jsx","src\components\listings\ContactButtons.jsx","true","225","Sheet","Contact {recipientLabel} Contact the {recipientLabel} Choose how to ask about {listing.title} . Phone numbers and email addresses stay hidden in PeekaListing. They become visible only in the external app you choose to open.","","","",""
"Search.jsx","src\components\listings\ContactButtons.jsx","true","227","Button","`Contact ${recipientLabel} about ${listing.title}`","button","","",""
"Search.jsx","src\components\listings\ContactButtons.jsx","true","250","button","{label} {description}","button","onClick","",""
"Search.jsx","src\components\listings\ContactButtons.jsx","true","267","AlertDialog","{actionCopy.title} {actionCopy.description} Cancel 'Opening…' actionCopy.confirm","","","",""
"Search.jsx","src\components\listings\MessageDialog.jsx","true","51","Dialog","Message seller About {listing.title} Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","","",""
"Search.jsx","src\components\listings\MessageDialog.jsx","true","55","form","Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","submitMessage","",""
"Search.jsx","src\components\listings\MessageDialog.jsx","true","56","Textarea","`Hi, I'm interested in this ${type === 'property' ? 'property' : type === 'car' ? 'vehicle' : 'equipment'}. Is it still available?`","","(event) => setMessage(event.target.value)","",""
"Search.jsx","src\components\listings\MessageDialog.jsx","true","59","Button","'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","button","submitMessage","","mutation.isPending"
"Search.jsx","src\components\auth\GuestPromptSheet.jsx","true","16","Dialog","PeekaListing account Sign in to continue Use a free account to {action} . Continue with email New to PeekaListing? Create an account By continuing, you agree to the Terms and acknowledge the Privacy Policy .","","","",""
"Search.jsx","src\components\auth\GuestPromptSheet.jsx","true","27","Button","Continue with email","button","() => {
              onClose();
              navigate(createLoginPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"Search.jsx","src\components\auth\GuestPromptSheet.jsx","true","42","button","Create an account","button","() => {
              onClose();
              navigate(createRegisterPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"Search.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Terms","","onClose","/legal/terms",""
"Search.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Privacy Policy","","onClose","/legal/privacy",""
"Search.jsx","src\components\auth\GuestPromptSheet.jsx","true","74","Button","Join","button","() => navigate(createRegisterPath(returnTo), { state: { returnTo } })","",""
"Search.jsx","src\components\auth\GuestPromptSheet.jsx","true","77","button","Dismiss account prompt","button","() => setDismissed(true)","",""
"Search.jsx","src\components\auth\GoogleAuthButton.jsx","true","40","Button","'Connecting to Google…' label","button","continueWithGoogle","","loading"
"Search.jsx","src\components\search\FilterSheet.jsx","true","106","Sheet","Filters Set the filters you want, then apply them together. ( <p className=""mt-3 text-sm leading-6 text-muted-foreground""> Choose a currency before comparing prices. PeekaListing does not automatically convert seller prices. </p> ) ( <div className=""mt-5""> <div className=""flex items-end justify-between gap-3""> <div> <Label className=""text-sm font-medium"">Price range</Label> <p className=""mt-1 text-xs text-muted-foreground"">Enter amounts in {currencyConfig?.name || draftFilters.currency}.</p> </div> <span className=""rounded-full border border-border bg-card px-2.5 py-1 text-xs font-semibold text-muted-foreground"">{currencyConfig?.symbol || draftFilters.currency}</span> </div> <div className=""mt-3 grid grid-cols-2 gap-3""> <div> <Label htmlFor=""search-min-price"" className=""text-xs text-muted-foreground"">Minimum</Label> <Input id=""search-min-price"" type=""number"" inputMode=""decimal"" min=""0"" step=""any"" value={draftMinPrice} onChange={(event) => setDraftMinPrice(event.target.value)} placeholder=""No minimum"" className=""mt-1"" /> </div> <div> <Label htmlFor=""search-max-price"" className=""text-xs text-muted-foreground"">Maximum</Label> <Input id=""search-max-price"" type=""number"" inputMode=""decimal"" min=""0"" step=""any"" value={draftMaxPrice} onChange={(event) => setDraftMaxPrice(event.target.value)} placeholder=""No maximum"" className=""mt-1"" /> </div> </div> </div> ) Reset Show results","","","",""
"Search.jsx","src\components\search\FilterSheet.jsx","true","144","Input","No minimum","number","(event) => setDraftMinPrice(event.target.value)","",""
"Search.jsx","src\components\search\FilterSheet.jsx","true","158","Input","No maximum","number","(event) => setDraftMaxPrice(event.target.value)","",""
"Search.jsx","src\components\search\FilterSheet.jsx","true","176","Button","Reset","button","resetDraft","",""
"Search.jsx","src\components\search\FilterSheet.jsx","true","177","Button","Show results","button","applyAndClose","",""
"Search.jsx","src\components\search\SearchFilterSelect.jsx","true","10","Select","{placeholder}","","(next) => onChange(next === 'all' ? null : next)","",""
"Search.jsx","src\components\search\SearchFilterSelect.jsx","true","11","SelectTrigger","","","","",""
"Search.jsx","src\components\location\LocationSelector.jsx","true","36","Select","","","onChange","","disabled || isError"
"Search.jsx","src\components\location\LocationSelector.jsx","true","37","SelectTrigger","","","","",""
"Search.jsx","src\components\location\LocationSelector.jsx","true","51","button","Retry","button","() => refetch()","",""
"Search.jsx","src\components\location\LocationSelector.jsx","true","180","button","<Loader2 className=""h-4 w-4 animate-spin"" /> <LocateFixed className=""h-4 w-4"" /> 'Matching your nearest place…' 'Use my current location'","button","() => setPermissionOpen(true)","","locating"
"Search.jsx","src\components\location\LocationSelector.jsx","true","196","Select","","","handleCountrySelect","","countriesQuery.isLoading || countriesQuery.isError || locating"
"Search.jsx","src\components\location\LocationSelector.jsx","true","197","SelectTrigger","","","","",""
"Search.jsx","src\components\location\LocationSelector.jsx","true","210","Select","","","handleStateSelect","","!country || statesQuery.isLoading || statesQuery.isError || locating"
"Search.jsx","src\components\location\LocationSelector.jsx","true","211","SelectTrigger","","","","",""
"Search.jsx","src\components\location\LocationSelector.jsx","true","234","button","Retry","button","() => Promise.all([countriesQuery.refetch(), country ? statesQuery.refetch() : null])","",""
"Search.jsx","src\components\location\LocationSelector.jsx","true","245","a","GeoNames","","","https://www.geonames.org/",""
"Search.jsx","src\components\location\LocationSelector.jsx","true","245","a","geoBoundaries","","","https://www.geoboundaries.org/",""
"Search.jsx","src\components\location\PlaceSearchCombobox.jsx","true","67","Input","parentId ? 'Search every registered place…' : 'Choose a province or state first'","search","handleSearchChange","","!parentId || disabled"
"Search.jsx","src\components\location\PlaceSearchCombobox.jsx","true","93","button","{place.name} ` · ${Number(place.population).toLocaleString()} people` '' <Check className=""h-4 w-4 shrink-0 text-primary"" aria-hidden=""true"" /> null","button","() => choosePlace(place)","",""
"Search.jsx","src\components\location\PlaceSearchCombobox.jsx","true","118","button","Retry","button","() => placesQuery.refetch()","",""
"Search.jsx","src\components\location\LocationPermissionDialog.jsx","true","15","AlertDialog","Use your location once? PeekaListing will ask your browser for your device location and use it once to suggest your country, province or state, and nearest registered place. Your coordinates are sent to PeekaListing’s location service for this lookup, but are not added to your profile or saved in this browser. Only the suggested public country, region, and place may be remembered on this device, and you can change or clear them. This never saves your coordinates. PeekaListing currently serves Zimbabwe marketplace locations, which you can choose manually if your device is elsewhere. Not now Allow once","","","",""
"Search.jsx","src\components\search\CategoryResultsHeader.jsx","true","57","button","{label}","button","() => changeType(value)","",""
"Search.jsx","src\components\search\CategoryFilterChips.jsx","true","77","button","{label}","button","() => onSelect(value)","","value !== '' && taxonomyQuery.isError"
"Search.jsx","src\components\layout\BackButton.jsx","true","16","button","label","button","handleBack","",""
"Search.jsx","src\components\search\ActiveFilterChips.jsx","true","9","button","`Remove ${filter.label} filter`","button","() => onRemove(filter.key)","",""
"Search.jsx","src\components\search\ActiveFilterChips.jsx","true","20","button","Clear all","button","onClear","",""
"SellerProfile.jsx","src\pages\SellerProfile.jsx","false","76","Button","Go back","button","() => goBackOrHome(navigate, '/')","",""
"SellerProfile.jsx","src\pages\SellerProfile.jsx","false","90","Button","Try again","button","() => profileQuery.refetch()","",""
"SellerProfile.jsx","src\pages\SellerProfile.jsx","false","101","Button","Go back","button","() => goBackOrHome(navigate, '/')","",""
"SellerProfile.jsx","src\pages\SellerProfile.jsx","false","123","button","Go back","button","() => goBackOrHome(navigate, '/')","",""
"SellerProfile.jsx","src\pages\SellerProfile.jsx","false","150","a","","","","profile.website_url",""
"SellerProfile.jsx","src\pages\SellerProfile.jsx","false","169","Button","WhatsApp","","() => {
                    const number = whatsapp.replace(/[^0-9]/g, """");
                    const message = encodeURIComponent(""Hi, I'm interested in one of your PeekaListing listings."");
                    window.open(`https://wa.me/${number}?text=${message}`, ""_blank"", ""noopener,noreferrer"");
                  }","",""
"SellerProfile.jsx","src\pages\SellerProfile.jsx","false","175","Button","Call","","() => { window.location.href = `tel:${phone}`; }","",""
"SellerProfile.jsx","src\pages\SellerProfile.jsx","false","190","Button","Try again","button","() => listingsQuery.refetch()","",""
"SellerProfile.jsx","src\pages\SellerProfile.jsx","false","196","Button","<><Loader2 className=""h-4 w-4 animate-spin"" /> Loading</> 'Load more listings'","button","() => listingsQuery.fetchNextPage()","","listingsQuery.isFetchingNextPage"
